_id,APPLICATION_DATE,COMPLETED_DATE,DESCRIPTION,GREEN_ROOF_AREA,GREEN_ROOF_VARIATION_AREA,ISSUED_DATE,PERMIT_NUM,PERMIT_TYPE,POSTAL,REVISION_NUM,STATUS,STREET_DIRECTION,STREET_NAME,STREET_NUM,STREET_TYPE,STRUCTURE_TYPE
49384,2020-12-21,,Proposal to construct a 16-storey office building and ground floor retail uses. The Copp Clark Publishing Co. heritage buildings currently used for commercial and office uses are being maintained on the site and incorporated into the development.,2794,403.0,,20 232527,New Building,M5V,0,Examiner's Notice Sent,W,FRONT,530,ST,Multiple Use/Non Residential
49385,2020-12-21,,"Proposal to construct a new 10 storey residential condominium building with 3 levels of underground parking with 234 dwelling units further to by zoning law 430-2016 and 431-2016, as amended by COA - A0198/20EYK- Building B.",831,0.0,,20 232576,New Building,   ,0,Response Received, ,NEIGHBOURHOOD,15,LANE,Apartment Building
49386,2020-12-22,,"Proposal to construct a 49 storey building containing 612 residential units, 2 commercial levels, and 3 levels of below grade parking. ",598,0.0,,20 233050,New Building,M5V,0,Examiner's Notice Sent,W,KING,400,ST,Mixed Use/Res w Non Res
49387,2020-12-23,,"Proposal to construct a 17-storey mixed-use building comprised of retail at grade, 3 levels of office space, 14 levels of purpose built residential rental units and 3 levels of below grade parking.
PLEASE REFER TO PERMIT 20-233390 ALT FOR STANDPIPE IN EXIT.","1,234.0",0.0,,20 233380,New Building,M5V,0,Examiner's Notice Sent, ,BATHURST,64,ST,Mixed Use/Res w Non Res
49388,2020-12-23,,Construct a 45 storey residential tower and podium with retail at grade and 4 level underground parking garage,230,303.0,,20 233448,New Building,M5C,0,Under Review , ,CHURCH,120,ST,Apartment Building
49389,2020-12-24,,"Construct 20 storey  residential building with 100 affordable units, 125 market rental and 2 level underground parking garage
See 21 - 123137 BLD 00 BA for  underpinning of 7 RICHGROVE DR
 ",151,0.0,,20 233778,New Building,   ,0,Response Received, ,MARTIN GROVE,610,RD,Apartment Building
49390,2020-12-24,,"Proposal for a mixed use development. Current 10 storey office building to be redeveloped into mixed-use 9 storey non-residential podium, 4 storey residential podium on commercial office and 39 storey residential podium for a total of 52 storey development complete with 4 storey of below grade parking basement. Existing heritage facades of 481 University and 210 Dundas St. W to be retained in redevelopment. (20 172223 & 20 172230)",1089,0.0,2022-08-08,20 233927,New Building,M5G,0,Permit Issued, ,UNIVERSITY,481,AVE,Mixed Use/Res w Non Res
49391,2021-01-05,,Proposal to demolish the existing buildings and construct a new 9 storey residential building with 2 levels of underground garage and amenity spaces. (20 113186 STE 12 SA),236,0.0,,21 100740,New Building,M4V,0,Under Review ,W,ST CLAIR,202,AVE,Apartment Building
49392,2021-01-28,,"RENOVATION AND PART DEMOLITION TO EXISTING 1-1/2 STOREY HERITAGE ELEMENTARY SCHOOL BUILDING, 3 STOREY NEW ADDITION TO SCHOOL.",325,0.0,,21 109773,Building Additions/Alterations,M8V,0,Under Review , ,STANLEY,165,AVE,Elementary School
49393,2021-02-01,,"Construct a new 15 storey building with 220 residential affordable rental units, retail space and a 1 storey underground parking garage",623,,2022-10-06,21 110979,New Building,M1P,0,Inspection, ,BIRCHMOUNT,1236,RD,Mixed Use/Res w Non Res
49394,2021-02-05,,"Proposal to demolish the existing dwelling and construct a new 3 storey SFD-detached dwelling with a finished basement, a 3rd floor deck and a detached garage.",30,,2021-05-19,21 113274,New Houses,M6J,0,Inspection,W,RICHMOND,741,ST,SFD - Detached
49395,2021-02-08,,"Proposal to construct a 12 Storey Condominium with 2 levels underground parking and Ground Floor Retail. 
PB # 19- 146972",640,0.0,,21 113989,New Building,M5A,0,Under Review , ,EASTERN,32,AVE,Mixed Use/Res w Non Res
49396,2021-02-16,,"Proposal for a 55-storey mixed-use building with 600 dwelling units, retail at the ground level, and 5 levels of parking spaces. The building at 586 Yonge Street will be retained as part of the new development, as well as portions of 10-16 Wellesley Street West and 5 & 7 St. Nicholas Street. (21 118625; 21 117722)",195.8,0.0,2022-12-20,21 116610,New Building,M4Y,0,Permit Issued,W,WELLESLEY,10,ST,Mixed Use/Res w Non Res
49397,2021-03-09,,"Construct 2 storey addition with interior alterations to existing ""Terry Fox"" elementary school",341,341.0,2021-10-20,21 125032,Building Additions/Alterations,M1W,0,Inspection, ,WINTERMUTE,185,BLVD,Elementary School
49398,2021-03-12,,"Proposal to construct a new 6-storey, 320 bed long term care facility. ",0,2188.0,2023-01-18,21 126528,New Building,   ,0,Inspection,W,FINCH,2109,AVE,Long Term Care Facility
49399,2021-03-23,,Proposal to construct a green roof over existing roof.,26.66,,2021-04-20,21 130818,Small Residential Projects,M6J,0,Inspection, ,SHAW,59,ST,SFD - Townhouse
49400,2021-03-26,,Proposal to demolish the existing one storey building and construct a new 8 storey residential building with 107 units and 2 levels of underground garage.(21 113374 DEM 00 DM; 18 165464 STE 14 SA),154,0.0,,21 132362,New Building,M6P,0,Examiner's Notice Sent,W,DUNDAS,2639,ST,Apartment Building
49401,2021-03-26,2022-09-07,"Proposal for a new 2 storey detailing, carwash, and used car photography studio.(18 139719 DEM 00 DM)",711.4,0.0,2021-10-20,21 132654,New Building,M4G,0,Closed, ,LAIRD,139,DR,Gas Station/Car Wash/Repair Garage
49402,2021-04-14,,Proposal to construct a 31 storey residential condo building with 2 levels of below grade parking.,511.2,0.0,,21 140735,New Building,M4T,0,Under Review , ,JACKES,44,AVE,Apartment Building
49403,2021-04-16,,PROPOSED: Construction of new two storey laneway suite at the rear of the lot,10.3,,2021-09-01,21 141749,Small Residential Projects,M6P,0,Inspection, ,KENNETH,76,AVE,Laneway / Rear Yard Suite
49404,2021-04-21,,Construction of proposed 8-story condominium with 3 levels of underground parking and townhouse units on the south-end of the property. ,182.1,,,21 143957,New Building,M4L,0,Refusal Notice, ,KINGSTON,507,RD,Apartment Building
49405,2021-04-26,,Proposed addition in the rear yard to an existing warehouse building for a cold storage warehouse.,2897.6,0.0,2021-07-22,21 146063,Building Additions/Alterations,M8Z,0,Permit Issued, ,KIPLING,550,AVE,Industrial
49406,2021-04-29,,Proposal for a 10-storey mixed-use building with retail at-grade with two levels of below-grade parking. ,99,14.0,,21 147492,New Building,M6C,0,Examiner's Notice Sent,W,ST CLAIR,861,AVE,Apartment Building
49407,2021-04-30,,Proposal for second storey addition over the existing garage with a second floor balcony and cantilevered roof garden. ,14.50,,2021-05-28,21 148450,Small Residential Projects,M4W,0,Inspection, ,DUNBAR,27 1/2,RD,SFD - Detached
49408,2022-05-01,,Rev 01: Green roof added to roof of dwelling and porch,43.2,,2022-07-07,21 151865,Small Residential Projects,M6J,1,Revision Issued, ,MASSEY,82,ST,SFD - Townhouse
49409,2021-05-10,2022-08-17,Proposal for a freezer storage addition in the existing warehouse/industrial building. ,1464.2,0.0,,21 152506,Building Additions/Alterations,M1P,0,Cancelled, ,GOLDEN GATE,1,CRT,Warehouse
49410,2021-05-12,,Construct a new 29 storey with 269 unit - Phase 1,423,,,21 153773,New Building,M6A,0,Under Review , ,DUFFERIN,3450,ST,Apartment Building
49411,2021-05-14,,"Proposal to demolish the existing one storey retail building and construct a new 9 storey above grade apartment building with 155 units, 1 storey of below grade garage, and retail on the ground floor. (21 150220 DEM 00 DM; 16 265042 STE 30 SA)",905.5,0.0,,21 154977,New Building,M6G,0,Examiner's Notice Sent, ,DUPONT,500,ST,Apartment Building
49412,2021-05-16,,Proposal for a new 2 Storey Industrial Building with outdoor Parking. ,414.5,,2022-01-05,21 155532,New Building,M3B,0,Inspection, ,SCARSDALE,52,RD,Industrial
49413,2021-05-19,,"Proposal to construct a new retail building (Costco). Work includes but it not limited to, building shell, canopies, interior tenant improvements, and finishes, items finished by the owner and installed by the contractor and items finished and installed by the owner with final connections by the contractors, interior signage, fire protection sprinkler system, life safety/fire alarm systems, HVAC systems plumbing and electrical. ",0,5913.6,,21 157323,New Building,   ,0,Response Received, ,ISLINGTON,2260,AVE,Retail Store
49414,2021-06-15,,2 storey replacement elementary school and childcare centre. Holy Angels Elementary School,1273,0.0,,21 170778,New Building,M8Z,0,Under Review , ,JUTLAND,65,RD,Elementary School
49415,2021-06-20,,"Proposal for a new 25 Storey mixed use Condominium with 3 level underground Garage. 

ALT SOL 21 182819 ALT 00 AS",340,0.0,,21 173391,New Building,M4W,0,Examiner's Notice Sent, ,YONGE,771,ST,Apartment Building
49416,2021-06-23,,"Proposal of one storey refrigerated warehouse with automated system and one level below grade parking.
",23598,0.0,2021-11-26,21 174711,New Building,M9B,0,Inspection, ,VICKERS,25,RD,Industrial
49417,2021-06-23,,"Proposal to construct a 3 storey rear addition, 3rd storey addition, interior alterations, finish basement and underpinning",63,,2021-08-19,21 175004,Small Residential Projects,M6J,0,Inspection, ,WHITAKER,5,AVE,SFD - Detached
49418,2021-06-24,,Proposal to construct  2 - 13 storey residential building with one level of underground parking (Blocks 3-4)for Affordable Housing.,4982.6,0.0,,21 175625,New Building,M5A,0,Response Received,E,FRONT,373,ST,Mixed Use/Res w Non Res
49419,2021-06-25,,"Proposal to construct  an 11storey residential building. Parking and amenities shared with Building 373 Front St, E (Block 7) for afforable housing 
Stanadalone shoring # 20-222 274 BA",376.19,0.0,,21 176191,New Building,M5A,0,Examiner's Notice Sent,E,FRONT,373,ST,Mixed Use/Res w Non Res
49420,2021-07-05,,"Proposal to construct a new 46-storey residential apartment building with 595 dwelling units and 4 levels of underground parking. 
PB#20-229435",114.7,0.0,2022-10-27,21 179575,New Building,M5B,0,Inspection, ,JARVIS,319,ST,Apartment Building
49421,2021-07-08,2022-10-03,Proposal to construct detached garage with green roof for exisitng sfd-semi,20.83,,2021-09-03,21 181613,Small Residential Projects,M5R,0,Closed, ,MACPHERSON,71,AVE,SFD - Semi-Detached
49422,2021-07-09,,PROPOSED: Existing house to be demolished. The plan is to construct a single family house with three stories above ground and one level of basement.,17.3,,2021-08-26,21 182075,New Houses,M5N,0,Inspection, ,BRIAR HILL,590,AVE,SFD - Detached
49423,2021-07-12,,"Proposal to construct a new 32-storey building with 407 residential units, and 3 levels of below grade parking. See also 19 216670 SA and the LPAT decision of July 20, 2018 (tentatively approved).
New address will 5858 Yonge St.",220,0.0,,21 182899,New Building,M2M,0,Under Review , ,YONGE,5840,ST,Apartment Building
49424,2021-07-16,,Proposal to construct a 9 storey mixed use condominium development with 185 residential units and 3 levels of underground parking garage,627,0.0,,21 185341,New Building,M2N,0,Response Received,E,SHEPPARD,181,AVE,Mixed Use/Res w Non Res
49425,2021-07-21,,Proposal for addition in the upper level of residential use and interior alterations to mixed use building (commercial and residential),13.75,0.0,2022-07-20,21 187781,Building Additions/Alterations,M6K,0,Permit Issued,W,DUNDAS,1687,ST,Multiple Unit Building
49426,2021-07-22,,"Proposal to construct a new rear and side ground floor addition, partial underpinning, and interior alterations throughout the existing SFD. (20 223225 STE 04 MV)",28.96,,2022-01-10,21 188481,Small Residential Projects,M6R,0,Inspection, ,LYND,47,AVE,SFD - Detached
49427,2021-07-23,,Proposal to construct a new 3-storey Elementary school with a child care facility,0,355.0,2022-05-09,21 188668,New Building,M6N,0,Permit Issued, ,DENNIS,17,AVE,Elementary School
49428,2021-07-29,,"Proposal to construct a nine storey, 25 unit, residential condo apartment building with three levels of underground parking.",51.8,0.0,2022-09-15,21 191566,New Building,M5P,0,Permit Issued, ,BATHURST,2010-2012,ST,Apartment Building
49429,2021-08-05,,"Construct a 8 storey concrete condo with 115 residential units, 1 levels of below grade parking, and commercial at grade",146.5,0.0,,21 193965,New Building,M6J,0,Examiner's Notice Sent,W,DUNDAS,1200,ST,Mixed Use/Res w Non Res
49430,2021-08-05,,Proposal to construct a 34 storey mixed use residential high-rise building consisting of 369 Units together with 3 Levels of U/G Parking with commercial retail at grade on Community Space on Level 2. ,180.03,145.55,,21 194129,New Building,M5C,0,Under Review ,E,QUEEN,90,ST,Mixed Use/Res w Non Res
49431,2021-08-07,2022-09-09,Construct a new 4 storey residential building with 3 levels of underground parking garage shared with existing adjacent rental building ,133.0,,,21 195038,New Building,M4Y,0,Cancelled, ,ISABELLA,33,ST,Apartment Building
49432,2021-08-19,,"10 storey residential apartment building containing 218 dwelling units, ground floor retail (361.48sqm), rooftop terrace, outdoor amenity areas, greenroof and two levels of underground parking - The Dylan",448,,2023-01-23,21 201448,New Building,M6B,0,Permit Issued, ,GLENCAIRN,831,AVE,Mixed Use/Res w Non Res
49433,2021-08-24,,"Construct a new nine (9) storey mixed use residential building with 200 units, retail on the ground floor and two (2) levels of underground parking garage",535,0.0,,21 203208,New Building,M8Y,0,Response Received, ,THE QUEENSWAY,689, ,Mixed Use/Res w Non Res
49434,2021-08-24,,"New Flat Green Roof over Existing Detached Garage, accessed with a ladder for maintenance of the proposed green roof, at the rear yard of an Existing SFD Detached House. (Overhead Garage door location & size will be changed to suit 90 degree parking from the lane at the side). ",20.3,,2021-09-02,21 203357,Small Residential Projects,M5R,0,Inspection, ,WELLS,40,ST,2 Unit - Detached
49435,2021-08-25,,"Proposal for a new 4 storey Apartment building comprising 51 dwelling units with associated shared amenities including administrative offices, laundry, kitchen, dining, and lounge. ",402.7,,,21 203745,New Building,M6K,0,Under Review , ,DUNN,130,AVE,Apartment Building
49436,2021-08-31,2022-11-21,"Demolish garage and construct new two-storey laneway suite.
Refer to related ZZC and CofA approval. ",25.63,,2021-10-04,21 206729,Small Residential Projects,M4K,0,Closed, ,CAVELL,31,AVE,Laneway / Rear Yard Suite
